name,mpg,cylinders,displacement,weight,acceleration,model_year,origin
chevrolet chevelle malibu,0.2393617021276596,0.9999999999999999,0.6175710594315246,0.5361497022965694,0.23809523809523814,0.0,usa
buick skylark 320,0.1595744680851064,0.9999999999999999,0.7286821705426357,0.5897363198185428,0.20833333333333334,0.0,usa
plymouth satellite,0.2393617021276596,0.9999999999999999,0.6459948320413438,0.5168698610717324,0.17857142857142855,0.0,usa
amc rebel sst,0.18617021276595747,0.9999999999999999,0.6098191214470285,0.5160192798412249,0.23809523809523814,0.0,usa
ford torino,0.21276595744680854,0.19999999999999996,0.6046511627906976,0.5205557130705983,0.14880952380952384,0.0,usa
ford galaxie 500,0.1595744680851064,0.9999999999999999,0.9328165374677003,0.7734618656081658,0.11904761904761907,0.0,usa
chevrolet impala,0.13297872340425537,0.9999999999999999,0.9974160206718347,0.33583782251204997,0.059523809523809534,0.0,usa
plymouth fury iii,0.13297872340425537,0.9999999999999999,0.9612403100775194,0.7652395803799263,0.029761904761904767,0.0,usa
pontiac catalina,0.13297872340425537,0.9999999999999999,1.0,0.7972781400623761,0.11904761904761907,0.0,usa
amc ambassador dpl,0.1595744680851064,0.9999999999999999,0.8320413436692508,0.6342500708817693,0.029761904761904767,0.0,usa
dodge challenger se,0.1595744680851064,0.9999999999999999,0.8139534883720931,0.5528777998298838,0.11904761904761907,0.0,usa
plymouth 'cuda 340,0.13297872340425537,0.9999999999999999,0.702842377260982,0.5659200453643324,0.0,0.0,usa
chevrolet monte carlo,0.1595744680851064,0.19999999999999996,0.8578811369509044,0.6090161610433797,0.0892857142857143,0.0,usa
buick estate wagon (sw),0.13297872340425537,0.9999999999999999,1.0,0.4176353841791892,0.11904761904761907,0.0,usa
toyota corona mark ii,0.398936170212766,0.19999999999999996,0.11627906976744187,0.21519705131840094,0.4166666666666667,0.0,japan
plymouth duster,0.34574468085106386,0.5999999999999999,0.33591731266149877,0.3459030337397222,0.44642857142857145,0.0,usa
amc hornet,0.2393617021276596,0.5999999999999999,0.3385012919896641,0.32917493620640775,0.44642857142857145,0.0,usa
ford maverick,0.3191489361702128,0.5999999999999999,0.3410852713178295,0.2761553728381061,0.4761904761904762,0.0,usa
datsun pl510,0.4787234042553192,0.19999999999999996,0.0749354005167959,0.14658349872412818,0.3869047619047619,0.0,japan
volkswagen 1131 deluxe sedan,0.4521276595744681,0.19999999999999996,0.0749354005167959,0.06294301105755606,0.7440476190476191,0.0,europe
peugeot 504,0.4255319148936171,0.19999999999999996,0.10852713178294576,0.30025517436915233,0.5654761904761905,0.0,europe
audi 100 ls,0.398936170212766,0.19999999999999996,0.10077519379844965,0.23164162177487957,0.3869047619047619,0.0,europe
saab 99e,0.4255319148936171,0.19999999999999996,0.09302325581395354,0.21604763254890846,0.5654761904761905,0.0,europe
bmw 2002,0.4521276595744681,0.19999999999999996,0.13695090439276492,0.17607031471505533,0.44642857142857145,0.0,europe
amc gremlin,0.3191489361702128,0.5999999999999999,0.3385012919896641,0.29345052452509224,0.4166666666666667,0.0,usa
ford f250,0.026595744680851074,0.9999999999999999,0.7545219638242895,0.8511482846611853,0.35714285714285715,0.0,usa
chevy c20,0.026595744680851074,0.9999999999999999,0.6175710594315246,0.78338531329742,0.4166666666666667,0.0,usa
dodge d200,0.05319148936170215,0.9999999999999999,0.6459948320413438,0.785086475758435,0.32738095238095244,0.0,usa
hi 1200d,0.0,0.9999999999999999,0.6098191214470285,0.8843209526509783,0.625,0.0,usa
datsun pl510,0.4787234042553192,0.19999999999999996,0.0749354005167959,0.14658349872412818,0.3869047619047619,0.08333333333333331,japan
chevrolet vega 2300,0.5053191489361702,0.19999999999999996,0.186046511627907,0.18457612702013046,0.44642857142857145,0.08333333333333331,usa
toyota corona,0.4255319148936171,0.19999999999999996,0.11627906976744187,0.17436915225404032,0.35714285714285715,0.08333333333333331,japan
ford pinto,0.4255319148936171,0.19999999999999996,0.07751937984496127,0.12276722426991782,0.6547619047619048,0.08333333333333331,usa
amc gremlin,0.2659574468085107,0.5999999999999999,0.42377260981912146,0.28948114544939046,0.29761904761904767,0.08333333333333331,usa
plymouth satellite custom,0.18617021276595747,0.5999999999999999,0.40568475452196384,0.5177204423022399,0.44642857142857145,0.08333333333333331,usa
chevrolet chevelle malibu,0.21276595744680854,0.5999999999999999,0.47028423772609823,0.4865324638502978,0.44642857142857145,0.08333333333333331,usa
ford torino 500,0.2659574468085107,0.5999999999999999,0.47028423772609823,0.4788772327757302,0.44642857142857145,0.08333333333333331,usa
amc matador,0.2393617021276596,0.5999999999999999,0.42377260981912146,0.4749078537000284,0.44642857142857145,0.08333333333333331,usa
chevrolet impala,0.13297872340425537,0.9999999999999999,0.7286821705426357,0.7360362914658352,0.23809523809523814,0.08333333333333331,usa
pontiac catalina brougham,0.13297872340425537,0.9999999999999999,0.8578811369509044,0.8083356960589738,0.20833333333333334,0.08333333333333331,usa
ford galaxie 500,0.13297872340425537,0.9999999999999999,0.7312661498708011,0.720442302239864,0.32738095238095244,0.08333333333333331,usa
plymouth fury iii,0.13297872340425537,0.9999999999999999,0.6459948320413438,0.7039977317833854,0.29761904761904767,0.08333333333333331,usa
dodge monaco (sw),0.07978723404255317,0.9999999999999999,0.8139534883720931,0.9475474907853702,0.20833333333333334,0.08333333333333331,usa
ford country squire (sw),0.1063829787234043,0.9999999999999999,0.8578811369509044,0.88829033172668,0.23809523809523814,0.08333333333333331,usa
pontiac safari (sw),0.1063829787234043,0.9999999999999999,0.8578811369509044,1.0,0.23809523809523814,0.08333333333333331,usa
amc hornet sportabout (sw),0.2393617021276596,0.5999999999999999,0.49095607235142125,0.3824780266515453,0.32738095238095244,0.08333333333333331,usa
chevrolet vega (sw),0.34574468085106386,0.19999999999999996,0.186046511627907,0.22540402608449112,0.6547619047619048,0.08333333333333331,usa
pontiac firebird,0.2659574468085107,0.5999999999999999,0.47028423772609823,0.47320669123901343,0.4166666666666667,0.08333333333333331,usa
ford mustang,0.2393617021276596,0.5999999999999999,0.47028423772609823,0.43266231925148857,0.3869047619047619,0.08333333333333331,usa
mercury capri 2000,0.37234042553191493,0.19999999999999996,0.13953488372093026,0.1721009356393536,0.35714285714285715,0.08333333333333331,usa
opel 1900,0.5053191489361702,0.19999999999999996,0.12403100775193801,0.14459880918627732,0.35714285714285715,0.08333333333333331,europe
peugeot 304,0.5585106382978724,0.19999999999999996,0.028423772609819153,0.1307059824213213,0.6845238095238095,0.08333333333333331,europe
fiat 124b,0.5585106382978724,0.19999999999999996,0.05167958656330751,0.1281542387297987,0.3869047619047619,0.08333333333333331,europe
toyota corolla 1200,0.5851063829787234,0.19999999999999996,0.007751937984496193,0.0453643322937341,0.6547619047619048,0.08333333333333331,japan
datsun 1200,0.6914893617021277,0.19999999999999996,0.010335917312661536,0.0,0.5952380952380952,0.08333333333333331,japan
volkswagen model 111,0.4787234042553192,0.19999999999999996,0.0749354005167959,0.06265948398072019,0.6547619047619048,0.08333333333333331,europe
plymouth cricket,0.4521276595744681,0.19999999999999996,0.05943152454780365,0.0969662602778566,0.7440476190476191,0.08333333333333331,usa
toyota corona hardtop,0.398936170212766,0.19999999999999996,0.11627906976744187,0.1885455060958322,0.44642857142857145,0.16666666666666674,japan
dodge colt hardtop,0.4255319148936171,0.19999999999999996,0.0762273901808786,0.14544939041678484,0.5357142857142857,0.16666666666666674,usa
volkswagen type 3,0.37234042553191493,0.19999999999999996,0.0749354005167959,0.18174085625177208,0.9226190476190477,0.16666666666666674,europe
chevrolet vega,0.2925531914893617,0.19999999999999996,0.186046511627907,0.22540402608449112,0.6845238095238095,0.16666666666666674,usa
ford pinto runabout,0.3191489361702128,0.19999999999999996,0.13953488372093026,0.17380209810036862,0.5059523809523809,0.16666666666666674,usa
chevrolet impala,0.1063829787234043,0.9999999999999999,0.7286821705426357,0.7544655514601646,0.23809523809523814,0.16666666666666674,usa
pontiac catalina,0.13297872340425537,0.9999999999999999,0.8578811369509044,0.7859370569889426,0.23809523809523814,0.16666666666666674,usa
plymouth fury iii,0.1595744680851064,0.9999999999999999,0.6459948320413438,0.7150552877799832,0.32738095238095244,0.16666666666666674,usa
ford galaxie 500,0.13297872340425537,0.9999999999999999,0.7312661498708011,0.7133541253189681,0.29761904761904767,0.16666666666666674,usa
amc ambassador sst,0.21276595744680854,0.9999999999999999,0.6098191214470285,0.5837822512049902,0.20833333333333334,0.16666666666666674,usa
mercury marquis,0.05319148936170215,0.9999999999999999,0.9328165374677003,0.8562517720442304,0.17857142857142855,0.16666666666666674,usa
buick lesabre custom,0.1063829787234043,0.9999999999999999,0.7286821705426357,0.8191097249787356,0.32738095238095244,0.16666666666666674,usa
oldsmobile delta 88 royale,0.07978723404255317,0.9999999999999999,0.7286821705426357,0.806067479444287,0.32738095238095244,0.16666666666666674,usa
chrysler newport royal,0.1063829787234043,0.9999999999999999,0.8578811369509044,0.7964275588318686,0.2678571428571429,0.16666666666666674,usa
mazda rx2 coupe,0.2659574468085107,0.0,0.0051679586563307955,0.2032889140912958,0.32738095238095244,0.16666666666666674,japan
amc matador (sw),0.1595744680851064,0.9999999999999999,0.6098191214470285,0.6461582081088746,0.2678571428571429,0.16666666666666674,usa
chevrolet chevelle concours (sw),0.1063829787234043,0.9999999999999999,0.6175710594315246,0.7045647859370572,0.35714285714285715,0.16666666666666674,usa
ford gran torino (sw),0.1063829787234043,0.9999999999999999,0.6046511627906976,0.7601360929968813,0.4761904761904762,0.16666666666666674,usa
plymouth satellite custom (sw),0.13297872340425537,0.9999999999999999,0.6459948320413438,0.6986107173235045,0.35714285714285715,0.16666666666666674,usa
volvo 145e (sw),0.2393617021276596,0.19999999999999996,0.13695090439276492,0.374255741423306,0.3869047619047619,0.16666666666666674,europe
volkswagen 411 (sw),0.34574468085106386,0.19999999999999996,0.13695090439276492,0.25460731499858247,0.5952380952380952,0.16666666666666674,europe
peugeot 504 (sw),0.3191489361702128,0.19999999999999996,0.13436692506459952,0.3872979869577545,0.6845238095238095,0.16666666666666674,europe
renault 12 (sw),0.4521276595744681,0.19999999999999996,0.07235142118863053,0.16331159625744263,0.5952380952380952,0.16666666666666674,europe
ford pinto (sw),0.34574468085106386,0.19999999999999996,0.13953488372093026,0.22171817408562525,0.4761904761904762,0.16666666666666674,usa
datsun 510 (sw),0.5053191489361702,0.19999999999999996,0.0749354005167959,0.19138077686419058,0.5357142857142857,0.16666666666666674,japan
toyouta corona mark ii (sw),0.37234042553191493,0.19999999999999996,0.13436692506459952,0.25318967961440325,0.3869047619047619,0.16666666666666674,japan
dodge colt (sw),0.5053191489361702,0.19999999999999996,0.07751937984496127,0.15622341933654668,0.4166666666666667,0.16666666666666674,usa
toyota corolla 1600 (sw),0.4787234042553192,0.19999999999999996,0.0749354005167959,0.13807768641905308,0.5059523809523809,0.16666666666666674,japan
buick century 350,0.1063829787234043,0.9999999999999999,0.7286821705426357,0.7051318400907287,0.29761904761904767,0.25,usa
amc matador,0.13297872340425537,0.9999999999999999,0.6098191214470285,0.5837822512049902,0.20833333333333334,0.25,usa
chevrolet malibu,0.1063829787234043,0.9999999999999999,0.7286821705426357,0.673376807485115,0.29761904761904767,0.25,usa
ford gran torino,0.13297872340425537,0.9999999999999999,0.6046511627906976,0.6886872696342501,0.3869047619047619,0.25,usa
dodge coronet custom,0.1595744680851064,0.9999999999999999,0.6459948320413438,0.6135525942727531,0.2678571428571429,0.25,usa
mercury marquis brougham,0.07978723404255317,0.9999999999999999,0.9328165374677003,0.9466969095548627,0.20833333333333334,0.25,usa
chevrolet caprice classic,0.1063829787234043,0.9999999999999999,0.8578811369509044,0.8083356960589738,0.23809523809523814,0.25,usa
ford ltd,0.1063829787234043,0.9999999999999999,0.7312661498708011,0.7796994612985542,0.29761904761904767,0.25,usa
plymouth fury gran sedan,0.13297872340425537,0.9999999999999999,0.6459948320413438,0.7439750496172386,0.3869047619047619,0.25,usa
chrysler new yorker brougham,0.1063829787234043,0.9999999999999999,0.9612403100775194,0.8851715338814858,0.17857142857142855,0.25,usa
buick electra 225 custom,0.07978723404255317,0.9999999999999999,1.0,0.9464133824780268,0.17857142857142855,0.25,usa
amc ambassador brougham,0.1063829787234043,0.9999999999999999,0.7545219638242895,0.62602778565353,0.17857142857142855,0.25,usa
plymouth valiant,0.2393617021276596,0.5999999999999999,0.40568475452196384,0.4275588318684435,0.5059523809523809,0.25,usa
chevrolet nova custom,0.18617021276595747,0.5999999999999999,0.47028423772609823,0.4720725829316701,0.5952380952380952,0.25,usa
amc hornet,0.2393617021276596,0.5999999999999999,0.42377260981912146,0.37765806634533605,0.4761904761904762,0.25,usa
ford maverick,0.2393617021276596,0.5999999999999999,0.47028423772609823,0.39920612418485973,0.5059523809523809,0.25,usa
plymouth duster,0.37234042553191493,0.5999999999999999,0.33591731266149877,0.3660334561950667,0.4761904761904762,0.25,usa
volkswagen super beetle,0.4521276595744681,0.19999999999999996,0.0749354005167959,0.09554862489367738,0.7738095238095238,0.25,europe
chevrolet impala,0.05319148936170215,0.9999999999999999,0.8578811369509044,0.9594556280124753,0.35714285714285715,0.25,usa
ford country,0.07978723404255317,0.9999999999999999,0.8578811369509044,0.9336546640204141,0.2678571428571429,0.25,usa
plymouth custom suburb,0.1063829787234043,0.9999999999999999,0.7545219638242895,0.8622058406577829,0.29761904761904767,0.25,usa
oldsmobile vista cruiser,0.07978723404255317,0.9999999999999999,0.7286821705426357,0.8182591437482281,0.2678571428571429,0.25,usa
amc gremlin,0.2393617021276596,0.5999999999999999,0.42377260981912146,0.33342784235894535,0.4166666666666667,0.25,usa
toyota carina,0.2925531914893617,0.19999999999999996,0.0749354005167959,0.18882903317266805,0.6547619047619048,0.25,japan
chevrolet vega,0.3191489361702128,0.19999999999999996,0.186046511627907,0.22341933654664026,0.6845238095238095,0.25,usa
datsun 610,0.34574468085106386,0.19999999999999996,0.10335917312661502,0.21718174085625183,0.5059523809523809,0.25,japan
maxda rx3,0.2393617021276596,0.0,0.0051679586563307955,0.14488233626311317,0.32738095238095244,0.25,japan
ford pinto,0.2659574468085107,0.19999999999999996,0.13953488372093026,0.197618372554579,0.625,0.25,usa
mercury capri v6,0.3191489361702128,0.5999999999999999,0.22480620155038764,0.24354975900198475,0.35714285714285715,0.25,usa
fiat 124 sport coupe,0.4521276595744681,0.19999999999999996,0.07751937984496127,0.1848596540969663,0.44642857142857145,0.25,europe
chevrolet monte carlo s,0.1595744680851064,0.9999999999999999,0.7286821705426357,0.7000283527076837,0.29761904761904767,0.25,usa
pontiac grand prix,0.18617021276595747,0.9999999999999999,0.8578811369509044,0.7555996597675079,0.0892857142857143,0.25,usa
fiat 128,0.5319148936170213,0.19999999999999996,0.0,0.07201587751630284,0.6845238095238095,0.25,europe
opel manta,0.398936170212766,0.19999999999999996,0.12403100775193801,0.15452225687553167,0.44642857142857145,0.25,europe
audi 100ls,0.2925531914893617,0.19999999999999996,0.11886304909560727,0.27473773745392693,0.35714285714285715,0.25,europe
volvo 144ea,0.2659574468085107,0.19999999999999996,0.13695090439276492,0.35582648142897655,0.44642857142857145,0.25,europe
dodge dart custom,0.1595744680851064,0.9999999999999999,0.6459948320413438,0.5063793592288064,0.17857142857142855,0.25,usa
saab 99le,0.398936170212766,0.19999999999999996,0.13695090439276492,0.29685284944712226,0.35714285714285715,0.25,europe
toyota mark ii,0.2925531914893617,0.5999999999999999,0.227390180878553,0.3385313297419904,0.32738095238095244,0.25,japan
oldsmobile omega,0.05319148936170215,0.9999999999999999,0.7286821705426357,0.5815140345903035,0.17857142857142855,0.25,usa
plymouth duster,0.2925531914893617,0.5999999999999999,0.33591731266149877,0.4221718174085626,0.5059523809523809,0.33333333333333337,usa
ford maverick,0.3191489361702128,0.5999999999999999,0.3410852713178295,0.3578111709668274,0.5357142857142857,0.33333333333333337,usa
amc hornet,0.2659574468085107,0.5999999999999999,0.42377260981912146,0.3651828749645592,0.4761904761904762,0.33333333333333337,usa
chevrolet nova,0.1595744680851064,0.5999999999999999,0.47028423772609823,0.48851715338814866,0.5357142857142857,0.33333333333333337,usa
datsun b210,0.5851063829787234,0.19999999999999996,0.028423772609819153,0.09554862489367738,0.6547619047619048,0.33333333333333337,japan
ford pinto,0.4521276595744681,0.19999999999999996,0.13953488372093026,0.23759569038843215,0.5059523809523809,0.33333333333333337,usa
toyota corolla 1200,0.6117021276595745,0.19999999999999996,0.007751937984496193,0.06322653813439189,0.44642857142857145,0.33333333333333337,japan
chevrolet vega,0.4255319148936171,0.19999999999999996,0.186046511627907,0.2633966543804934,0.5357142857142857,0.33333333333333337,usa
chevrolet chevelle malibu classic,0.18617021276595747,0.5999999999999999,0.47028423772609823,0.6146867025800965,0.5357142857142857,0.33333333333333337,usa
amc matador,0.18617021276595747,0.5999999999999999,0.49095607235142125,0.5724411681315567,0.5952380952380952,0.33333333333333337,usa
plymouth satellite sebring,0.2393617021276596,0.5999999999999999,0.40568475452196384,0.5670541536716758,0.5059523809523809,0.33333333333333337,usa
ford gran torino,0.18617021276595747,0.9999999999999999,0.6046511627906976,0.7167564502409982,0.35714285714285715,0.33333333333333337,usa
buick century luxus (sw),0.1063829787234043,0.9999999999999999,0.7286821705426357,0.8749645591153956,0.3869047619047619,0.33333333333333337,usa
dodge coronet custom (sw),0.13297872340425537,0.9999999999999999,0.6459948320413438,0.8063510065211229,0.32738095238095244,0.33333333333333337,usa
ford gran torino (sw),0.13297872340425537,0.9999999999999999,0.6046511627906976,0.8576694074284096,0.4761904761904762,0.33333333333333337,usa
amc matador (sw),0.13297872340425537,0.9999999999999999,0.6098191214470285,0.7496455911539552,0.44642857142857145,0.33333333333333337,usa
audi fox,0.5319148936170213,0.19999999999999996,0.07751937984496127,0.17181740856251776,0.5059523809523809,0.33333333333333337,europe
volkswagen dasher,0.4521276595744681,0.19999999999999996,0.028423772609819153,0.09923447689254328,0.44642857142857145,0.33333333333333337,europe
opel manta,0.4521276595744681,0.19999999999999996,0.0749354005167959,0.19478310178622063,0.3869047619047619,0.33333333333333337,europe
toyota corona,0.5851063829787234,0.19999999999999996,0.020671834625323016,0.010206974766090171,0.5059523809523809,0.33333333333333337,japan
datsun 710,0.6117021276595745,0.19999999999999996,0.038759689922480633,0.11057555996597679,0.6547619047619048,0.33333333333333337,japan
dodge colt,0.5053191489361702,0.19999999999999996,0.05684754521963831,0.14516586333994902,0.3869047619047619,0.33333333333333337,usa
fiat 128,0.398936170212766,0.19999999999999996,0.05684754521963831,0.14034590303373973,0.44642857142857145,0.33333333333333337,europe
fiat 124 tc,0.4521276595744681,0.19999999999999996,0.12403100775193801,0.17947263963708537,0.35714285714285715,0.33333333333333337,europe
honda civic,0.398936170212766,0.19999999999999996,0.13436692506459952,0.248369719308194,0.4166666666666667,0.33333333333333337,japan
subaru,0.4521276595744681,0.19999999999999996,0.10335917312661502,0.22058406577828188,0.44642857142857145,0.33333333333333337,japan
fiat x1.9,0.5851063829787234,0.19999999999999996,0.028423772609819153,0.10972497873546927,0.4761904761904762,0.33333333333333337,europe
plymouth valiant custom,0.2659574468085107,0.5999999999999999,0.40568475452196384,0.4681032038559683,0.4761904761904762,0.4166666666666667,usa
chevrolet nova,0.2393617021276596,0.5999999999999999,0.47028423772609823,0.5233909838389568,0.4761904761904762,0.4166666666666667,usa
mercury monarch,0.1595744680851064,0.5999999999999999,0.47028423772609823,0.5157357527643891,0.7738095238095238,0.4166666666666667,usa
ford maverick,0.1595744680851064,0.5999999999999999,0.47028423772609823,0.4380493337113695,0.6845238095238095,0.4166666666666667,usa
pontiac catalina,0.18617021276595747,0.9999999999999999,0.8578811369509044,0.8661752197334847,0.20833333333333334,0.4166666666666667,usa
chevrolet bel air,0.1595744680851064,0.9999999999999999,0.7286821705426357,0.8015310462149137,0.35714285714285715,0.4166666666666667,usa
plymouth grand fury,0.18617021276595747,0.9999999999999999,0.6459948320413438,0.8179756166713923,0.3869047619047619,0.4166666666666667,usa
ford ltd,0.13297872340425537,0.9999999999999999,0.7312661498708011,0.8630564218882903,0.32738095238095244,0.4166666666666667,usa
buick century,0.21276595744680854,0.5999999999999999,0.4211886304909561,0.6504111142614121,0.7738095238095238,0.4166666666666667,usa
chevroelt chevelle malibu,0.18617021276595747,0.5999999999999999,0.47028423772609823,0.6475758434930536,0.625,0.4166666666666667,usa
amc matador,0.1595744680851064,0.5999999999999999,0.49095607235142125,0.6002268216614688,0.6547619047619048,0.4166666666666667,usa
plymouth fury,0.2393617021276596,0.5999999999999999,0.40568475452196384,0.6158208108874399,0.6547619047619048,0.4166666666666667,usa
buick skyhawk,0.3191489361702128,0.5999999999999999,0.4211886304909561,0.4043096115679048,0.4166666666666667,0.4166666666666667,usa
chevrolet monza 2+2,0.2925531914893617,0.9999999999999999,0.5012919896640827,0.4559115395520273,0.32738095238095244,0.4166666666666667,usa
ford mustang ii,0.1063829787234043,0.9999999999999999,0.6046511627906976,0.44116813155656376,0.23809523809523814,0.4166666666666667,usa
toyota corolla,0.5319148936170213,0.19999999999999996,0.0749354005167959,0.15820810887439757,0.4761904761904762,0.4166666666666667,japan
ford pinto,0.37234042553191493,0.19999999999999996,0.186046511627907,0.2908987808335697,0.5357142857142857,0.4166666666666667,usa
amc gremlin,0.2925531914893617,0.5999999999999999,0.42377260981912146,0.3688687269634251,0.4761904761904762,0.4166666666666667,usa
pontiac astro,0.37234042553191493,0.19999999999999996,0.186046511627907,0.27757300822228526,0.625,0.4166666666666667,usa
toyota corona,0.398936170212766,0.19999999999999996,0.17054263565891475,0.30876098667422747,0.32738095238095244,0.4166666666666667,japan
volkswagen dasher,0.4255319148936171,0.19999999999999996,0.05684754521963831,0.17295151686986113,0.5059523809523809,0.4166666666666667,europe
datsun 710,0.398936170212766,0.19999999999999996,0.13178294573643415,0.26424723561100094,0.5357142857142857,0.4166666666666667,japan
ford pinto,0.2393617021276596,0.5999999999999999,0.26614987080103364,0.38871562234193374,0.3869047619047619,0.4166666666666667,usa
volkswagen rabbit,0.5319148936170213,0.19999999999999996,0.05684754521963831,0.09186277289481148,0.35714285714285715,0.4166666666666667,europe
amc pacer,0.2659574468085107,0.5999999999999999,0.42377260981912146,0.4530762687836689,0.5357142857142857,0.4166666666666667,usa
audi 100ls,0.37234042553191493,0.19999999999999996,0.12144702842377264,0.30649277005954073,0.4166666666666667,0.4166666666666667,europe
peugeot 504,0.37234042553191493,0.19999999999999996,0.13436692506459952,0.3810603912673661,0.5357142857142857,0.4166666666666667,europe
volvo 244dl,0.34574468085106386,0.19999999999999996,0.13695090439276492,0.37765806634533605,0.3869047619047619,0.4166666666666667,europe
saab 99le,0.4255319148936171,0.19999999999999996,0.13695090439276492,0.2999716472923165,0.32738095238095244,0.4166666666666667,europe
honda civic cvcc,0.6382978723404256,0.19999999999999996,0.05943152454780365,0.0516019279841225,0.5654761904761905,0.4166666666666667,japan
fiat 131,0.5053191489361702,0.19999999999999996,0.10077519379844965,0.24128154238729804,0.44642857142857145,0.5,europe
opel 1900,0.4255319148936171,0.19999999999999996,0.12403100775193801,0.1721009356393536,0.5297619047619047,0.5,europe
capri ii,0.4255319148936171,0.19999999999999996,0.186046511627907,0.2719024666855685,0.41071428571428575,0.5,usa
dodge colt,0.4521276595744681,0.19999999999999996,0.07751937984496127,0.18202438332860793,0.5773809523809523,0.5,usa
renault 12tl,0.4787234042553192,0.19999999999999996,0.0852713178294574,0.16699744825630852,0.4345238095238096,0.5,europe
chevrolet chevelle malibu classic,0.22606382978723405,0.9999999999999999,0.6124031007751939,0.7377374539268502,0.29761904761904767,0.5,usa
dodge coronet brougham,0.18617021276595747,0.9999999999999999,0.6459948320413438,0.7306492770059543,0.29761904761904767,0.5,usa
amc matador,0.17287234042553193,0.9999999999999999,0.6098191214470285,0.6660051034873832,0.3511904761904763,0.5,usa
ford gran torino,0.14627659574468088,0.9999999999999999,0.7312661498708011,0.7377374539268502,0.2857142857142858,0.5,usa
plymouth valiant,0.34574468085106386,0.5999999999999999,0.40568475452196384,0.45931386447405737,0.4404761904761905,0.5,usa
chevrolet nova,0.34574468085106386,0.5999999999999999,0.47028423772609823,0.4933371136943579,0.3869047619047619,0.5,usa
ford maverick,0.398936170212766,0.5999999999999999,0.3410852713178295,0.3966543804933372,0.5714285714285715,0.5,usa
amc hornet,0.35904255319148937,0.5999999999999999,0.42377260981912146,0.41735185710235334,0.5714285714285715,0.5,usa
chevrolet chevette,0.5319148936170213,0.19999999999999996,0.04392764857881143,0.11964842642472362,0.8452380952380952,0.5,usa
chevrolet woody,0.4122340425531915,0.19999999999999996,0.07751937984496127,0.15622341933654668,0.8392857142857144,0.5,usa
vw rabbit,0.5319148936170213,0.19999999999999996,0.05684754521963831,0.09186277289481148,0.369047619047619,0.5,europe
honda civic,0.6382978723404256,0.19999999999999996,0.05943152454780365,0.0516019279841225,0.5595238095238094,0.5,japan
dodge aspen se,0.2925531914893617,0.5999999999999999,0.40568475452196384,0.5778281825914375,0.5773809523809523,0.5,usa
